Age,Gender,Sport,WatchTime,PreviousClicks,Device,AdCategory
31,F,Football,38,20,TV,Travel
44,M,Cricket,52,18,Laptop,Food
23,M,Football,106,13,TV,Gaming
49,M,Football,128,10,TV,Sports
38,M,Cricket,123,4,Laptop,Food
54,M,Cricket,26,1,Mobile,Food
37,F,Football,32,4,Mobile,Travel
48,M,Cricket,39,3,Mobile,Food
50,F,Cricket,127,3,Mobile,Food
58,M,Cricket,66,8,Laptop,Food
19,M,Football,143,7,Mobile,Sports
42,M,Cricket,170,9,Laptop,Food
32,M,Football,72,5,TV,Travel
31,F,Football,96,14,Laptop,Travel
27,F,Cricket,49,10,Laptop,Travel
48,F,Cricket,147,9,TV,Food
21,F,Cricket,90,16,Laptop,Gaming
24,F,Football,13,12,Mobile,Gaming
25,F,Cricket,139,1,Mobile,Sports
24,M,Cricket,111,20,TV,Gaming
34,M,Football,89,5,Laptop,Travel
34,F,Football,177,17,TV,Sports
34,F,Cricket,120,4,Mobile,Food
52,M,Football,76,7,TV,Travel
39,F,Football,156,4,Laptop,Sports
56,F,Football,177,13,Laptop,Sports
22,M,Cricket,141,0,Mobile,Sports
35,F,Cricket,110,8,TV,Food
35,M,Football,36,13,Mobile,Travel
57,F,Cricket,37,16,Mobile,Food
40,M,Football,30,19,TV,Travel
53,F,Football,139,4,TV,Sports
46,F,Football,71,14,Mobile,Travel
60,M,Cricket,139,20,Mobile,Food
46,M,Football,142,7,Laptop,Sports
34,F,Cricket,19,17,Laptop,Food
24,M,Football,37,20,Laptop,Gaming
60,F,Cricket,160,12,Mobile,Food
59,F,Football,95,0,Laptop,Travel
44,F,Football,67,8,Laptop,Travel
35,M,Football,130,13,Laptop,Sports
49,F,Cricket,7,2,TV,Food
52,M,Football,83,16,Mobile,Travel
45,F,Football,119,18,Laptop,Sports
30,M,Football,156,11,TV,Sports
47,M,Football,160,20,Laptop,Sports
41,F,Cricket,83,16,Mobile,Food
44,M,Cricket,42,19,Laptop,Food
23,M,Football,157,7,Laptop,Sports
23,M,Cricket,59,10,Laptop,Gaming
53,F,Cricket,39,6,Mobile,Food
37,M,Football,146,6,TV,Sports
53,M,Cricket,11,10,TV,Food
56,F,Football,167,2,TV,Sports
24,M,Cricket,144,12,TV,Gaming
34,F,Football,128,12,TV,Sports
48,F,Football,64,7,TV,Travel
24,M,Cricket,44,1,TV,Travel
26,M,Football,43,5,Mobile,Travel
31,M,Football,65,17,TV,Travel
47,F,Cricket,145,3,Mobile,Food
22,F,Football,142,6,TV,Sports
19,F,Football,113,9,Laptop,Gaming
36,M,Football,69,8,Laptop,Travel
24,M,Football,58,6,Laptop,Travel
29,F,Cricket,27,20,Laptop,Travel
48,F,Cricket,10,20,Laptop,Food
54,M,Football,17,10,Mobile,Travel
38,M,Cricket,67,7,Laptop,Food
33,M,Cricket,16,11,TV,Food
57,F,Football,92,0,Laptop,Travel
32,F,Football,65,5,TV,Travel
51,M,Football,175,6,Mobile,Sports
29,F,Cricket,177,8,Mobile,Sports
48,M,Cricket,169,19,Laptop,Food
52,F,Football,105,15,Mobile,Sports
60,F,Cricket,104,3,Laptop,Food
28,M,Football,34,5,TV,Travel
53,M,Cricket,91,5,Mobile,Food
38,M,Football,173,7,Mobile,Sports
32,M,Cricket,91,1,Mobile,Food
41,F,Cricket,82,12,TV,Food
47,F,Cricket,7,16,Mobile,Food
60,M,Cricket,8,18,TV,Food
27,F,Football,106,3,Laptop,Sports
43,F,Football,153,2,Laptop,Sports
54,M,Football,156,19,TV,Sports
22,M,Football,95,19,Laptop,Gaming
36,F,Football,88,0,TV,Travel
29,F,Football,159,1,TV,Sports
36,F,Cricket,101,5,TV,Food
35,F,Football,44,2,Mobile,Travel
32,F,Football,116,11,Laptop,Sports
51,M,Football,29,3,Laptop,Travel
20,M,Cricket,118,6,TV,Sports
21,F,Cricket,9,5,TV,Travel
34,F,Football,57,11,TV,Travel
60,F,Football,112,19,Laptop,Sports
35,M,Football,177,15,Mobile,Sports
49,F,Cricket,8,10,TV,Food
47,F,Football,88,13,Laptop,Travel
25,M,Football,33,10,TV,Travel
40,M,Football,169,11,TV,Sports
42,M,Football,10,0,TV,Travel
35,F,Cricket,178,6,Laptop,Food
58,F,Cricket,152,3,Mobile,Food
32,M,Football,97,19,TV,Travel
48,M,Football,26,4,Laptop,Travel
57,F,Football,140,15,Mobile,Sports
45,M,Football,59,0,Laptop,Travel
18,F,Cricket,173,15,TV,Gaming
56,M,Football,174,14,Laptop,Sports
53,F,Cricket,84,17,Laptop,Food
33,F,Cricket,164,4,Mobile,Food
57,F,Football,168,16,TV,Sports
34,F,Cricket,34,1,Mobile,Food
33,M,Cricket,166,16,Laptop,Food
38,M,Football,67,8,Laptop,Travel
46,M,Football,180,18,Mobile,Sports
21,F,Cricket,65,3,Laptop,Travel
34,M,Cricket,63,7,Mobile,Food
24,M,Football,59,19,Laptop,Gaming
35,F,Football,179,20,TV,Sports
42,M,Cricket,169,0,Mobile,Food
22,F,Football,104,11,TV,Gaming
48,M,Cricket,75,7,Laptop,Food
46,F,Football,38,14,Mobile,Travel
34,M,Cricket,136,6,Laptop,Food
51,F,Football,15,16,Laptop,Travel
53,M,Cricket,138,6,Laptop,Food
28,M,Cricket,14,14,TV,Travel
20,M,Cricket,151,17,Mobile,Gaming
48,M,Football,162,3,TV,Sports
53,F,Cricket,57,6,Laptop,Food
28,M,Cricket,126,8,Mobile,Sports
44,F,Cricket,138,8,Mobile,Food
31,F,Football,147,2,TV,Sports
26,F,Cricket,32,5,TV,Travel
50,M,Cricket,134,10,Laptop,Food
58,M,Football,158,9,Mobile,Sports
52,F,Football,101,1,TV,Sports
40,M,Football,61,2,Laptop,Travel
60,F,Football,163,17,TV,Sports
33,F,Cricket,85,19,TV,Food
36,F,Football,121,14,Laptop,Sports
34,F,Cricket,88,3,Mobile,Food
54,M,Cricket,133,6,TV,Food
20,F,Football,35,0,Mobile,Travel
51,F,Football,42,4,Mobile,Travel
19,F,Cricket,133,2,TV,Sports
30,F,Football,104,4,Laptop,Sports
57,M,Football,21,0,Laptop,Travel
34,M,Football,59,16,TV,Travel
49,F,Football,150,7,TV,Sports
49,M,Football,80,18,Mobile,Travel
54,M,Cricket,168,5,Mobile,Food
23,M,Cricket,45,3,Mobile,Travel
47,M,Cricket,105,18,Laptop,Food
33,F,Football,22,3,TV,Travel
45,M,Football,139,7,Laptop,Sports
21,F,Football,23,12,TV,Gaming
39,F,Football,91,3,Laptop,Travel
48,F,Cricket,134,9,TV,Food
42,M,Cricket,29,17,Mobile,Food
50,F,Football,11,3,Mobile,Travel
40,M,Cricket,86,17,Laptop,Food
20,F,Football,171,17,Mobile,Gaming
27,F,Football,90,12,TV,Travel
42,F,Cricket,111,5,Laptop,Food
31,M,Cricket,134,6,Mobile,Food
45,F,Football,112,14,Laptop,Sports
35,F,Football,38,20,Laptop,Travel
23,F,Cricket,109,13,Mobile,Gaming
19,F,Cricket,159,17,Mobile,Gaming
24,M,Cricket,52,8,Mobile,Travel
59,F,Cricket,163,5,Mobile,Food
37,M,Cricket,9,0,Laptop,Food
50,M,Football,133,8,Mobile,Sports
19,M,Football,43,18,Laptop,Gaming
46,F,Football,139,7,Laptop,Sports
42,M,Football,122,17,Mobile,Sports
48,M,Cricket,138,8,TV,Food
54,M,Cricket,53,17,Mobile,Food
31,M,Cricket,116,6,Mobile,Food
57,F,Cricket,62,16,Laptop,Food
35,F,Football,87,4,Mobile,Travel
31,M,Football,25,19,Laptop,Travel
18,M,Football,112,6,TV,Sports
55,F,Cricket,51,16,Laptop,Food
28,F,Football,162,1,TV,Sports
60,F,Cricket,89,20,Laptop,Food
35,M,Cricket,122,11,TV,Food
58,M,Football,105,10,Laptop,Sports
49,F,Football,117,18,Laptop,Sports
40,F,Cricket,30,12,TV,Food
49,F,Cricket,120,7,TV,Food
27,M,Cricket,92,15,Laptop,Travel
58,F,Cricket,14,5,Mobile,Food
19,F,Football,68,7,TV,Travel
29,M,Cricket,67,16,TV,Travel
41,M,Football,80,8,Mobile,Travel
59,M,Football,123,6,TV,Sports
38,M,Cricket,149,19,TV,Food
33,F,Cricket,57,15,TV,Food
36,M,Cricket,38,18,Mobile,Food
47,F,Football,144,0,TV,Sports
49,M,Cricket,51,13,Mobile,Food
32,M,Football,119,10,TV,Sports
55,F,Cricket,68,4,TV,Food
42,F,Cricket,169,1,TV,Food
43,F,Cricket,125,9,TV,Food
47,M,Football,157,8,Laptop,Sports
33,F,Football,153,14,Laptop,Sports
21,M,Cricket,122,19,TV,Gaming
57,M,Cricket,137,18,Laptop,Food
29,M,Cricket,33,13,Mobile,Travel
19,M,Cricket,96,7,Mobile,Travel
46,F,Cricket,41,18,TV,Food
32,M,Cricket,176,5,Laptop,Food
22,M,Football,87,20,TV,Gaming
41,F,Football,108,2,Laptop,Sports
41,M,Cricket,29,18,Mobile,Food
23,F,Cricket,20,18,Laptop,Gaming
28,F,Football,174,15,TV,Sports
23,M,Football,39,20,Mobile,Gaming
32,M,Football,12,10,Mobile,Travel
55,F,Cricket,26,7,TV,Food
40,M,Cricket,95,12,Laptop,Food
34,M,Cricket,172,0,Laptop,Food
48,F,Football,46,0,Mobile,Travel
31,M,Football,29,5,Mobile,Travel
55,F,Football,109,11,Laptop,Sports
33,F,Football,29,18,TV,Travel
60,F,Cricket,155,18,Laptop,Food
53,M,Football,134,13,TV,Sports
56,F,Cricket,65,0,Mobile,Food
50,M,Football,19,17,Mobile,Travel
49,F,Cricket,84,14,Mobile,Food
53,M,Cricket,104,15,Laptop,Food
39,F,Cricket,134,7,Laptop,Food
27,M,Cricket,143,14,Mobile,Sports
59,M,Football,31,12,Laptop,Travel
44,M,Football,132,4,Laptop,Sports
37,M,Cricket,92,16,Mobile,Food
57,M,Football,89,20,TV,Travel
29,F,Football,39,8,Laptop,Travel
58,F,Football,106,14,TV,Sports
26,F,Cricket,105,12,Mobile,Sports
45,M,Football,136,6,TV,Sports
57,M,Football,126,17,Laptop,Sports
46,M,Football,90,11,Laptop,Travel
37,M,Cricket,105,14,TV,Food
50,F,Football,152,18,TV,Sports
59,F,Football,113,8,Laptop,Sports
37,F,Cricket,37,20,Laptop,Food
59,F,Cricket,67,14,Laptop,Food
29,M,Cricket,38,20,Mobile,Travel
27,F,Football,115,4,Mobile,Sports
39,F,Football,65,16,Mobile,Travel
58,F,Football,111,0,TV,Sports
34,F,Football,117,3,Laptop,Sports
39,M,Football,9,4,Mobile,Travel
49,F,Football,67,3,TV,Travel
57,F,Football,100,8,Mobile,Travel
31,M,Cricket,90,19,Mobile,Food
26,M,Football,117,1,Laptop,Sports
44,F,Cricket,156,5,Laptop,Food
24,M,Cricket,133,3,Laptop,Sports
42,M,Cricket,120,20,Laptop,Food
31,F,Football,10,16,TV,Travel
51,M,Football,162,0,Laptop,Sports
20,F,Football,152,13,TV,Gaming
52,F,Cricket,154,2,Laptop,Food
34,M,Football,80,1,Laptop,Travel
24,M,Cricket,166,2,TV,Sports
47,F,Football,132,13,Mobile,Sports
58,M,Football,113,18,Laptop,Sports
26,M,Cricket,152,12,Laptop,Sports
26,F,Cricket,135,5,TV,Sports
38,F,Football,82,16,Laptop,Travel
35,M,Cricket,120,12,TV,Food
46,M,Football,175,9,Mobile,Sports
26,F,Cricket,119,11,Laptop,Sports
53,M,Football,27,19,Laptop,Travel
38,F,Football,10,18,Mobile,Travel
53,F,Football,60,4,Laptop,Travel
59,M,Cricket,34,12,Mobile,Food
46,M,Football,174,7,Mobile,Sports
34,F,Cricket,140,11,TV,Food
52,M,Cricket,74,8,Mobile,Food
36,M,Football,100,19,Mobile,Travel
57,F,Cricket,26,7,Laptop,Food
40,F,Football,108,13,TV,Sports
18,M,Cricket,60,15,Laptop,Gaming
58,M,Football,33,2,Laptop,Travel
34,F,Football,14,15,TV,Travel
37,M,Football,96,3,TV,Travel
58,F,Football,7,4,Mobile,Travel
53,M,Football,94,8,TV,Travel
52,F,Football,21,0,Laptop,Travel
19,M,Football,150,3,Mobile,Sports
55,M,Cricket,81,17,Mobile,Food
46,M,Cricket,161,3,Mobile,Food
39,M,Football,5,4,Laptop,Travel
39,F,Football,87,7,Laptop,Travel
21,M,Cricket,83,7,Mobile,Travel
19,F,Football,148,14,Laptop,Gaming
50,F,Football,98,2,TV,Travel
49,F,Cricket,95,11,Laptop,Food
34,F,Cricket,85,18,Laptop,Food
37,M,Cricket,83,2,Mobile,Food
57,F,Football,152,10,TV,Sports
32,F,Football,114,12,TV,Sports
59,M,Cricket,6,7,Mobile,Food
26,F,Cricket,116,2,TV,Sports
23,F,Cricket,100,5,TV,Travel
38,M,Cricket,111,8,TV,Food
42,F,Cricket,102,6,Laptop,Food
42,F,Football,108,0,Laptop,Sports
54,F,Football,8,12,Mobile,Travel
33,F,Cricket,125,20,Laptop,Food
23,M,Cricket,140,15,Mobile,Gaming
50,F,Football,5,5,Mobile,Travel
24,M,Cricket,32,17,Mobile,Gaming
46,F,Cricket,174,11,TV,Food
51,F,Football,26,20,Mobile,Travel
25,M,Cricket,112,9,TV,Sports
37,F,Cricket,110,6,TV,Food
24,M,Cricket,126,17,Mobile,Gaming
28,M,Football,94,10,TV,Travel
57,M,Cricket,105,1,Mobile,Food
36,M,Football,40,11,Laptop,Travel
25,F,Football,69,2,Mobile,Travel
58,M,Cricket,167,13,Laptop,Food
51,M,Cricket,131,4,Mobile,Food
18,M,Football,19,11,Laptop,Gaming
31,M,Football,112,2,Mobile,Sports
40,M,Cricket,135,2,TV,Food
21,F,Cricket,58,12,TV,Gaming
34,F,Football,130,1,Laptop,Sports
18,M,Football,85,13,TV,Gaming
30,F,Cricket,143,12,Mobile,Sports
60,M,Football,95,16,Laptop,Travel
25,F,Football,95,15,TV,Travel
18,M,Football,126,4,TV,Sports
50,M,Cricket,125,3,TV,Food
32,M,Cricket,91,4,TV,Food
43,F,Cricket,139,16,Mobile,Food
21,M,Cricket,6,8,Laptop,Travel
39,M,Cricket,107,8,Laptop,Food
46,F,Cricket,48,1,TV,Food
41,F,Cricket,58,3,Mobile,Food
25,M,Football,21,15,Laptop,Travel
27,M,Football,69,20,TV,Travel
36,F,Cricket,10,13,Laptop,Food
25,F,Cricket,97,6,Mobile,Travel
44,M,Football,43,0,Laptop,Travel
55,F,Football,24,17,TV,Travel
39,F,Cricket,49,0,TV,Food
37,M,Cricket,35,12,TV,Food
30,M,Football,174,6,Laptop,Sports
56,F,Cricket,65,6,Mobile,Food
53,F,Football,162,4,Laptop,Sports
21,M,Cricket,45,16,TV,Gaming
32,F,Football,91,9,Laptop,Travel
55,F,Cricket,179,4,Mobile,Food
47,F,Cricket,34,0,TV,Food
23,F,Cricket,85,15,Laptop,Gaming
45,F,Cricket,174,12,TV,Food
40,M,Cricket,68,13,TV,Food
52,F,Cricket,124,11,Mobile,Food
47,M,Football,52,3,TV,Travel
20,F,Cricket,100,8,Laptop,Travel
54,F,Football,19,9,Laptop,Travel
53,M,Cricket,133,7,TV,Food
56,M,Football,177,11,Laptop,Sports
44,M,Football,121,8,Laptop,Sports
50,M,Cricket,104,7,TV,Food
26,F,Football,172,1,TV,Sports
26,F,Football,63,12,Laptop,Travel
30,F,Cricket,56,16,Mobile,Travel
52,F,Cricket,153,18,Laptop,Food
54,F,Football,129,8,Mobile,Sports
51,F,Cricket,134,15,Mobile,Food
49,M,Cricket,68,1,TV,Food
38,F,Cricket,63,13,Mobile,Food
54,M,Cricket,169,9,Mobile,Food
23,F,Cricket,169,10,Mobile,Gaming
24,M,Cricket,161,10,Mobile,Gaming
33,M,Cricket,119,1,Laptop,Food
49,M,Football,54,16,Mobile,Travel
60,F,Cricket,76,8,Mobile,Food
18,F,Cricket,80,20,Laptop,Gaming
28,F,Cricket,53,2,Laptop,Travel
26,M,Cricket,19,11,Mobile,Travel
36,M,Cricket,162,10,Laptop,Food
53,M,Football,145,14,Laptop,Sports
36,M,Cricket,151,19,Mobile,Food
58,F,Football,64,14,Laptop,Travel
45,M,Cricket,118,18,Mobile,Food
56,M,Cricket,23,16,Laptop,Food
32,M,Football,29,16,Mobile,Travel
22,M,Football,156,19,TV,Gaming
20,F,Cricket,64,9,TV,Gaming
55,F,Cricket,7,15,Laptop,Food
34,M,Cricket,70,4,Laptop,Food
41,M,Cricket,142,16,Mobile,Food
36,M,Cricket,145,20,Mobile,Food
35,M,Football,18,6,Laptop,Travel
46,M,Cricket,104,5,TV,Food
34,M,Football,102,15,Mobile,Sports
56,M,Football,60,2,Laptop,Travel
38,F,Football,119,4,TV,Sports
27,M,Football,105,12,Mobile,Sports
21,M,Cricket,69,10,Laptop,Gaming
55,M,Football,171,15,Mobile,Sports
43,F,Football,175,9,TV,Sports
31,F,Football,52,5,Mobile,Travel
45,F,Cricket,123,9,TV,Food
54,F,Cricket,24,13,Laptop,Food
18,M,Cricket,105,4,TV,Sports
51,F,Cricket,80,14,Laptop,Food
37,F,Cricket,118,15,TV,Food
30,F,Cricket,137,19,TV,Sports
43,F,Football,116,11,Mobile,Sports
49,M,Cricket,34,16,Laptop,Food
52,M,Cricket,156,9,Mobile,Food
39,F,Cricket,133,2,Mobile,Food
29,M,Football,156,5,Laptop,Sports
41,M,Cricket,166,5,Laptop,Food
41,F,Football,31,3,Laptop,Travel
56,M,Football,35,0,Laptop,Travel
36,F,Cricket,45,10,Laptop,Food
38,M,Cricket,139,17,TV,Food
31,F,Football,160,3,Laptop,Sports
35,F,Cricket,113,4,TV,Food
41,F,Cricket,133,9,Mobile,Food
55,F,Cricket,119,10,Laptop,Food
20,M,Cricket,43,7,Laptop,Travel
59,M,Cricket,58,9,Mobile,Food
35,F,Football,39,7,Mobile,Travel
32,M,Cricket,93,16,TV,Food
46,F,Football,129,2,Laptop,Sports
26,F,Cricket,19,20,Mobile,Travel
48,M,Football,146,18,TV,Sports
27,M,Cricket,57,17,Laptop,Travel
53,F,Cricket,33,2,TV,Food
49,F,Cricket,151,19,Mobile,Food
22,M,Cricket,75,10,Mobile,Gaming
24,M,Cricket,32,0,TV,Travel
47,M,Football,103,16,TV,Sports
58,F,Football,30,11,Laptop,Travel
50,F,Football,178,10,TV,Sports
45,M,Football,70,12,Laptop,Travel
25,F,Cricket,128,20,TV,Sports
45,M,Cricket,5,14,Laptop,Food
22,M,Cricket,33,11,TV,Gaming
46,F,Cricket,64,7,TV,Food
48,F,Cricket,104,15,TV,Food
57,F,Football,27,1,Mobile,Travel
37,F,Cricket,169,6,TV,Food
42,M,Cricket,62,6,Mobile,Food
33,M,Cricket,160,20,TV,Food
20,F,Cricket,120,19,TV,Gaming
33,F,Cricket,104,2,TV,Food
29,F,Cricket,92,19,TV,Travel
43,F,Cricket,13,19,Laptop,Food
31,M,Football,71,19,Laptop,Travel
36,M,Cricket,92,1,Mobile,Food
35,F,Cricket,172,6,Laptop,Food
55,M,Football,16,0,Laptop,Travel
60,F,Football,130,4,Laptop,Sports
48,F,Football,71,11,Laptop,Travel
49,F,Football,170,18,Laptop,Sports
45,F,Football,177,13,TV,Sports
52,F,Football,80,17,Laptop,Travel
47,M,Cricket,17,19,TV,Food
34,F,Cricket,144,20,TV,Food
23,M,Cricket,95,20,Laptop,Gaming
51,F,Cricket,23,19,Laptop,Food
30,F,Football,112,0,Laptop,Sports
30,M,Football,90,13,Mobile,Travel
45,M,Football,140,15,Laptop,Sports
48,F,Football,125,6,TV,Sports
57,F,Cricket,45,6,TV,Food
54,F,Football,20,18,Mobile,Travel
20,F,Football,152,0,Mobile,Sports
43,M,Football,79,5,Mobile,Travel
43,M,Cricket,46,4,Mobile,Food
49,M,Football,156,18,Mobile,Sports
18,F,Cricket,156,7,Mobile,Sports
32,M,Cricket,72,3,TV,Food
26,M,Cricket,138,16,TV,Sports
27,F,Cricket,86,4,TV,Travel
23,F,Cricket,75,4,Laptop,Travel
58,F,Cricket,124,17,Laptop,Food
20,F,Football,87,12,TV,Gaming
38,M,Football,54,11,Laptop,Travel
26,M,Football,151,5,TV,Sports
40,M,Cricket,7,10,Laptop,Food
60,F,Cricket,106,8,TV,Food
45,F,Football,108,0,Laptop,Sports
49,F,Cricket,60,12,Mobile,Food
21,M,Cricket,124,9,Mobile,Gaming
42,F,Cricket,146,3,Laptop,Food
22,M,Cricket,175,7,Mobile,Sports
21,F,Football,131,5,Mobile,Sports
29,M,Football,125,3,Laptop,Sports
59,F,Cricket,135,15,TV,Food
39,M,Cricket,67,16,Laptop,Food
46,M,Football,50,13,Mobile,Travel
25,M,Football,146,7,Laptop,Sports
55,M,Football,54,13,Mobile,Travel
59,F,Football,141,17,Laptop,Sports
55,M,Football,145,14,Mobile,Sports
57,F,Cricket,41,8,Mobile,Food
18,F,Cricket,111,19,Laptop,Gaming
42,F,Cricket,79,7,Mobile,Food
38,F,Cricket,66,1,Mobile,Food
58,F,Football,97,2,TV,Travel
34,F,Football,129,1,Laptop,Sports
36,F,Cricket,78,4,Laptop,Food
36,M,Football,30,20,Mobile,Travel
58,M,Football,25,19,Laptop,Travel
60,F,Cricket,68,14,TV,Food
54,F,Football,143,9,TV,Sports
40,M,Football,56,3,TV,Travel
19,F,Football,134,14,Laptop,Gaming
35,F,Cricket,93,20,TV,Food
20,F,Football,150,1,Mobile,Sports
51,M,Cricket,155,4,TV,Food
45,F,Cricket,100,16,TV,Food
53,F,Cricket,102,4,Laptop,Food
25,M,Football,88,13,TV,Travel
44,M,Cricket,142,8,Laptop,Food
21,M,Football,110,8,TV,Sports
22,M,Football,45,18,Laptop,Gaming
56,M,Football,30,11,Mobile,Travel
60,F,Cricket,109,9,Laptop,Food
25,F,Cricket,129,7,TV,Sports
48,M,Football,45,17,Mobile,Travel
51,F,Football,151,7,Laptop,Sports
30,F,Cricket,93,15,Mobile,Travel
42,M,Cricket,180,12,TV,Food
25,F,Football,141,17,Laptop,Sports
54,M,Cricket,160,18,Mobile,Food
56,M,Cricket,120,11,TV,Food
50,F,Football,132,3,Laptop,Sports
49,M,Cricket,156,15,TV,Food
43,F,Football,80,6,Mobile,Travel
21,F,Cricket,65,11,Mobile,Gaming
56,F,Football,48,9,Mobile,Travel
25,M,Cricket,39,16,TV,Travel
59,M,Football,34,0,Laptop,Travel
31,F,Cricket,111,7,Laptop,Food
41,F,Football,27,14,Laptop,Travel
45,F,Cricket,118,1,Laptop,Food
56,M,Football,169,6,Laptop,Sports
29,F,Cricket,75,8,Mobile,Travel
58,F,Football,67,7,TV,Travel
41,F,Cricket,134,3,Laptop,Food
40,M,Football,48,5,TV,Travel
27,M,Cricket,105,11,Laptop,Sports
43,F,Cricket,67,11,TV,Food
23,M,Football,34,5,Laptop,Travel
33,M,Football,9,4,Mobile,Travel
60,M,Cricket,14,2,Laptop,Food
55,F,Football,179,3,Mobile,Sports
60,F,Cricket,114,10,TV,Food
37,F,Football,92,11,Mobile,Travel
42,M,Cricket,172,20,Laptop,Food
29,F,Cricket,26,16,Mobile,Travel
34,F,Cricket,22,13,TV,Food
36,F,Football,178,19,TV,Sports
31,M,Cricket,139,12,Mobile,Food
42,F,Football,68,4,TV,Travel
42,F,Football,90,13,TV,Travel
55,M,Football,156,16,Mobile,Sports
22,M,Football,138,7,Laptop,Sports
41,F,Football,102,4,TV,Sports
23,F,Cricket,104,7,TV,Sports
34,M,Cricket,79,15,Laptop,Food
23,M,Football,16,16,Laptop,Gaming
45,M,Football,112,5,Mobile,Sports
27,F,Cricket,176,13,TV,Sports
26,M,Cricket,72,16,Mobile,Travel
56,M,Football,11,20,TV,Travel
57,F,Cricket,123,9,Mobile,Food
29,M,Cricket,5,6,Mobile,Travel
42,F,Football,93,1,Laptop,Travel
24,F,Cricket,52,3,Laptop,Travel
21,M,Football,171,3,TV,Sports
40,F,Cricket,153,1,TV,Food
36,M,Cricket,77,0,Laptop,Food
54,F,Cricket,95,4,Mobile,Food
45,F,Cricket,136,9,Mobile,Food
23,F,Football,24,4,Mobile,Travel
18,F,Football,74,9,Mobile,Gaming
26,M,Cricket,14,5,Mobile,Travel
28,F,Football,65,16,Laptop,Travel
42,M,Football,156,1,Laptop,Sports
36,M,Cricket,157,16,TV,Food
28,F,Cricket,50,19,Laptop,Travel
60,F,Cricket,28,1,TV,Food
57,F,Football,123,9,TV,Sports
48,M,Cricket,168,13,Laptop,Food
56,M,Cricket,43,16,Laptop,Food
51,F,Cricket,93,6,TV,Food
40,F,Football,141,4,Laptop,Sports
55,F,Cricket,163,17,Laptop,Food
30,F,Cricket,83,15,Mobile,Travel
35,F,Cricket,143,8,Mobile,Food
51,M,Football,125,20,Mobile,Sports
54,F,Football,77,15,Laptop,Travel
48,F,Football,24,18,Laptop,Travel
55,F,Football,122,9,Mobile,Sports
29,M,Football,55,8,TV,Travel
38,F,Football,81,18,Laptop,Travel
46,M,Football,166,17,Mobile,Sports
21,M,Football,51,10,TV,Gaming
27,F,Cricket,102,7,Mobile,Sports
18,F,Football,56,2,Laptop,Travel
57,M,Football,62,15,TV,Travel
27,M,Cricket,129,20,Mobile,Sports
29,M,Cricket,101,11,TV,Sports
42,F,Cricket,7,16,Laptop,Food
36,F,Football,22,2,TV,Travel
44,M,Football,103,16,Mobile,Sports
46,M,Football,34,7,TV,Travel
58,M,Football,96,14,TV,Travel
57,F,Cricket,177,3,Laptop,Food
22,F,Cricket,156,5,TV,Sports
36,M,Cricket,88,2,Mobile,Food
38,F,Football,67,14,Mobile,Travel
56,M,Football,116,14,TV,Sports
40,M,Football,178,15,Laptop,Sports
45,F,Football,50,14,Laptop,Travel
35,F,Football,66,5,Mobile,Travel
51,M,Cricket,157,0,Mobile,Food
37,M,Football,114,13,Laptop,Sports
18,F,Cricket,130,14,Laptop,Gaming
56,M,Football,38,3,Laptop,Travel
54,M,Cricket,27,10,Mobile,Food
50,M,Football,24,10,Mobile,Travel
30,M,Cricket,35,15,Mobile,Travel
31,F,Football,25,0,Mobile,Travel
55,F,Football,174,15,Laptop,Sports
38,M,Football,153,12,Laptop,Sports
36,M,Cricket,149,6,Laptop,Food
18,F,Football,42,16,Laptop,Gaming
50,F,Football,51,8,TV,Travel
46,F,Football,17,14,TV,Travel
54,M,Cricket,122,19,Laptop,Food
22,F,Football,61,13,Mobile,Gaming
31,M,Football,48,8,TV,Travel
48,F,Football,66,18,Mobile,Travel
30,M,Football,102,15,Mobile,Sports
42,F,Cricket,60,12,TV,Food
33,M,Football,122,12,TV,Sports
31,M,Football,54,8,TV,Travel
32,F,Cricket,150,7,Laptop,Food
33,M,Football,69,17,Laptop,Travel
40,F,Cricket,125,3,Laptop,Food
44,F,Cricket,118,13,Mobile,Food
18,F,Football,80,14,Mobile,Gaming
27,F,Football,57,5,Laptop,Travel
20,M,Football,115,11,Mobile,Gaming
28,M,Football,127,4,Mobile,Sports
54,M,Cricket,73,13,Laptop,Food
54,F,Football,58,12,Mobile,Travel
24,F,Cricket,159,19,TV,Gaming
44,F,Football,161,4,Laptop,Sports
45,M,Football,122,18,Mobile,Sports
22,M,Football,122,5,Laptop,Sports
35,M,Football,73,17,Mobile,Travel
18,F,Cricket,118,19,TV,Gaming
23,F,Football,60,15,TV,Gaming
27,F,Cricket,157,3,Laptop,Sports
55,F,Cricket,156,15,TV,Food
50,M,Cricket,47,6,Laptop,Food
57,F,Football,7,5,Laptop,Travel
54,F,Cricket,144,16,Mobile,Food
53,F,Football,111,9,Laptop,Sports
33,M,Football,86,9,TV,Travel
51,F,Cricket,54,7,Laptop,Food
30,F,Cricket,76,3,Laptop,Travel
22,M,Football,100,16,Mobile,Gaming
33,M,Football,69,18,Laptop,Travel
43,F,Football,55,12,TV,Travel
45,M,Football,38,2,Laptop,Travel
19,M,Cricket,59,10,Mobile,Gaming
35,F,Cricket,65,8,TV,Food
59,F,Cricket,152,3,Laptop,Food
56,M,Cricket,114,17,Laptop,Food
